SET_NAME,YEAR,THEME,UNIQUE_PARTS,TOTAL_PARTS,UNIQUENESS
Red Bricks,1973,Supplemental,0,6,0.000000
"Gates and Fence, White (The Building Toy)",1967,Supplemental,0,3,0.000000
Medium set of Soft Bricks,1999,Soft Bricks,0,12,0.000000
Spider-Man,2014,Spider-Man,0,29,0.000000
The Iron Golem,2016,Minecraft,0,91,0.000000
"60024 Advent Calendar 2013, City (Day 16)",2013,City,0,8,0.000000
Heartlake Juice Bar,2014,Friends,2,132,0.015152
Pneumatic Log Loader / Pneumatic Logger,1996,Construction,0,101,0.000000
Toggle Joints and Connectors,1993,Technic,0,10,0.000000
Red Cargo Train,2011,RC Train,2,243,0.008230
Spin & Shoot,2002,Basketball,0,41,0.000000
Rapid Response Tanker,2002,Gas Station,1,24,0.041667
Pick-Up Tow Truck,2012,Model,1,143,0.006993
Cole's Power Drill,2013,Ninjago,3,100,0.030000
Arctic Scout,2014,Arctic,0,35,0.000000
Advent Calendar 2008 City (Day 23) Snowmobile,2008,City,0,13,0.000000
The Joker Mini Mech Bot,2013,Batman,0,21,0.000000
Wizard,2010,Kingdoms,1,20,0.050000
Baby Brachiosaurus (Polybag),2001,Dinosaurs,0,14,0.000000
"Advent Calendar 2012, City (Day 13) Desk with Computer and Chair",2012,Advent Sub-Set,0,7,0.000000
Monthly Mini Model Build August 2015 - Kangaroo,2015,Monthly Mini Model Build,0,31,0.000000
Rescue Chopper,2004,Coast Guard,1,109,0.009174
Rattla,2012,Ninjago,0,5,0.000000
Wheels and Tires,1996,Supplemental,0,7,0.000000
Skeleton Mummy Battle Pack,2011,Pharaoh's Quest,0,19,0.000000
Kamzo,2015,Series 5,0,30,0.000000
Vampire - Complete Set,2010,Series 2 Minifigures,2,7,0.285714
Create and Imagine,2003,Basic Set,0,106,0.000000
Gahlok-Kal,2003,Bohrok-Kal,2,21,0.095238
Duplo Creative Building Cube,2014,Duplo,0,46,0.000000
"10 building plates 2 x 8, 4 x 8, 6 x 8",1969,Supplemental,0,3,0.000000
Airport Starter Set,2016,Airport,1,64,0.015625
Mickey and Friends Beach House,2016,Duplo,8,30,0.266667
3M Connecting Lead (Set of 2),2002,Service Packs,0,1,0.000000
Airline Promotional Set,2006,Airport,0,79,0.000000
QUICK Good Guy Red,2006,Bionicle,0,14,0.000000
BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,Bionicle,0,12,0.000000
Mini Black Pearl,2011,Pirates of the Caribbean,0,23,0.000000
Motorbike,1999,Riding Cycle,0,36,0.000000
Republic Attack Shuttle - Mini,2010,Star Wars Clone Wars,0,33,0.000000
Dekar,2007,Matoran of Mahri Nui,0,24,0.000000
"60024 Advent Calendar 2013, City (Day 14)",2013,City,0,12,0.000000
Pulleys and Rubber Belts,1999,Technic,0,6,0.000000
Black Knights Guardshack,1992,Black Knights,0,26,0.000000
"60024 Advent Calendar 2013, City (Day 22)",2013,City,0,19,0.000000
Grandstand with Lights,2000,Soccer,0,38,0.000000
Red Monster,2002,Drome Racers,2,16,0.125000
Duck,2012,Educational and Dacta,0,5,0.000000
Racing Car,1998,Basic Model,0,9,0.000000
Tacho Wheels (Pack of 20),2002,Technic,0,1,0.000000
Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,Pirates,0,7,0.000000
Solo Trainer,1990,Airport,0,53,0.000000
2 x 4 Plates - Black (architectural hobby und modelbau version),1962,Architecture,0,3,0.000000
Stormer 2.0,2011,Heroes,2,22,0.090909
1 x 6 Red Plates,2000,Bulk Bricks,0,1,0.000000
"LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH",2009,LEGO Brand Store,0,17,0.000000
Razcal's Double-Crosser,2013,Legends of Chima,0,25,0.000000
My First Caterpillar,2016,Duplo,3,16,0.187500
King's Siege Tower,2005,Knights Kingdom II,0,69,0.000000
1 x 8 Dark Green Bricks,2000,Bulk Bricks,0,1,0.000000
Selma,2015,The Simpsons,4,6,0.666667
Urban Avenger vs. Raptor,2005,Dino Attack,0,48,0.000000
Cavalry Builder Set,2013,The Lone Ranger,2,49,0.040816
Truck with Trailer (without Stickers),1972,Factory,0,17,0.000000
Slam Dunk Trainer,2003,Basketball,0,18,0.000000
Zane foil pack,2015,Ninjago,0,18,0.000000
Imperial Dropship,2008,Star Wars Other,1,52,0.019231
Advent Calendar 2002 Creator (Day  7) Girl,2002,Creator,0,1,0.000000
Lego Ninjago: Build Your Own Adventure,2015,Ninjago,0,39,0.000000
Road Plates and Signs,1981,Town,0,15,0.000000
{Yellow Cab},2012,Creator,0,25,0.000000
"Advent Calendar 2012, City (Day 14) Box with Burning Logs",2012,Advent Sub-Set,0,3,0.000000
The Croc Swamp Hideout,2013,Legends of Chima,0,240,0.000000
Millennium Falcon ,2016,Star Wars,0,26,0.000000
"Lego Motion 3A, Land Laser",1989,Basic Model,0,11,0.000000
Police Heliport,1972,Police,0,53,0.000000
Eiffel Tower,2014,Architecture,2,56,0.035714
Imperial Shuttle,2001,Star Wars Episode 4/5/6,0,97,0.000000
Small Soccer Set 1 (Kabaya Box),2002,Soccer,0,15,0.000000
"4 x 4 Crawler Exclusive Edition ""BOSS Crawler"" [Co-Creation Model]",2013,Technic,2,190,0.010526
Dumper,1995,Construction,0,25,0.000000
Electric Goods Train,1980,12V,0,116,0.000000
Martin,2015,The Simpsons,3,5,0.600000
The Mini Batmobile,2017,Batman,0,34,0.000000
Stephanie,2012,Friends,0,5,0.000000
Snow Scooter,1994,Off-Road,0,18,0.000000
Wiley Fusebot,2014,The LEGO Movie Series,4,8,0.500000
First Order Special Forces TIE fighter™,2015,Star Wars,8,126,0.063492
"Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels",2012,Advent Sub-Set,0,4,0.000000
Snake Showdown,2016,Juniors,5,57,0.087719
Advent Calendar 2003 Creator (Day 15) Truck,2003,Creator,0,11,0.000000
"Advent Calendar 2014, Friends (Day 9) - Holiday Candle",2014,Friends,0,8,0.000000
Advent Calendar 2014 City (Day 19) Turkey Dinner,2014,City,0,6,0.000000
Coca-Cola Forward 4,2002,Soccer,0,4,0.000000
"Advent Calendar 2013, Friends (Day 13) - Sled",2013,Friends,0,7,0.000000
Advent Calendar 2003 Creator (Day 16) Reindeer,2003,Creator,0,10,0.000000
The Batcopter: The Chase for the Scarecrow,2007,Batman,2,153,0.013072
Beach Fun,1998,Recreation,1,36,0.027778
Sir Rascus,2005,Knights Kingdom II,5,19,0.263158
Garden Set,1999,Scala,2,15,0.133333
Test Car,1988,Traffic,0,140,0.000000
King Leo's Cart,2000,Knights Kingdom I,0,15,0.000000
Builder,2008,Construction,0,20,0.000000
The Battle of Endor,2009,Star Wars Episode 4/5/6,5,227,0.022026
Farm Set,2010,Duplo,2,64,0.031250
Off-Road Fire Rescue,2007,Fire,1,70,0.014286
Assorted Pulleys,1999,Technic,0,5,0.000000
"Advent Calendar 2012, Friends (Day 3) - Street Light with Garland",2012,Friends,0,13,0.000000
Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,Pirates,0,5,0.000000
"Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter",2013,Star Wars,0,15,0.000000
9V Battery Box,1988,Service Packs,0,1,0.000000
Ice Dragon Attack,2011,Ninjago,1,71,0.014085
Tread Trekker,1997,Off-Road,0,61,0.000000
8 Road Signs,1955,Supplemental,0,16,0.000000
Millennium Falcon - UCS,2007,Star Wars Episode 4/5/6,2,298,0.006711
Cargo Heliplane,2013,Airport,1,158,0.006329
Imperial Inspection,2005,Star Wars Episode 4/5/6,3,168,0.017857
Astronaut,2010,Promotional,1,5,0.200000
Aquacessories,1996,Supplemental,0,21,0.000000
Dragon Fortress,2003,Orient Expedition,48,261,0.183908
Advent Calendar 2011 City (Day 8) Bed,2011,City,0,6,0.000000
Sami Khedira (6),2016,DFB Minifigures,2,6,0.333333
ATV Patrol,2015,Police,0,49,0.000000
Steven Spielberg Moviemaker Set,2000,Studios,10,190,0.052632
Grand Soccer Stadium,2006,Soccer,3,79,0.037975
Advent Calendar 2008 City (Day 20) Pallet Jack,2008,City,0,13,0.000000
Monthly Mini Model Build April 2010 - Chick,2010,Monthly Mini Model Build,0,14,0.000000
Flatbed Truck,2011,Model,1,173,0.005780
Pear - Hong Kong Lego Show Promotional,2007,Food & Drink,0,7,0.000000
Airport,2010,Airport,1,249,0.004016
Shell Tanker Truck,1970,Gas Station,0,19,0.000000
Turaga Dume and Nivawk,2004,Titans,1,58,0.017241
Sea Machines,2004,Designer Sets,0,82,0.000000
EV3 Ultrasonic Sensor,2013,EV3,0,1,0.000000
Vintage Minifigure Collection Vol. 1,2008,Collectible Minifigures,0,19,0.000000
Individual 2 x 12 Bricks,1954,Supplemental,3,3,1.000000
Protector of Earth,2015,Protectors,1,28,0.035714
Red Plates 2 x n,2002,Bulk Bricks,0,6,0.000000
Hulk,2012,Avengers,0,8,0.000000
Train Couplers and Wheels (System),1966,Supplemental,0,4,0.000000
Ferrari F1 Racer 1:24 Scale,2004,Ferrari,1,65,0.015385
Railway Station,1980,4.5V,0,62,0.000000
Radio DJ Robot,2014,The LEGO Movie,2,4,0.500000
Banshee,2015,Series 14 Minifigures,2,5,0.400000
Wheels Set,2007,Supplemental,0,7,0.000000
Santa Fe Cars - Set I (mail or baggage car),2002,My Own Creation,0,67,0.000000
Universal Building Set,1983,Basic Set,0,101,0.000000
Siege Cart,1986,Lion Knights,0,31,0.000000
Record Breaker,2015,Race,0,47,0.000000
The Joker Challenge,2014,Duplo,2,23,0.086957
ATV Race Team,2017,Traffic,1,126,0.007937
Snowmobile,1996,Basic Model,0,7,0.000000
Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive,2013,An Unexpected Journey,0,50,0.000000
Syndrome,2016,Disney,5,6,0.833333
Escape from Dragon's Prison,2011,Kingdoms,2,89,0.022472
Mighty Micros: Hulk vs. Ultron,2016,Super Heroes,5,48,0.104167
Riding Stables,1997,Recreation,0,79,0.000000
Fire and Rescue Van,1981,Fire,0,31,0.000000
Street Sprinter vs. Mutant Lizard,2005,Dino Attack,0,31,0.000000
38 Slimbricks Assorted Sizes (The Building Toy),1965,Supplemental,0,30,0.000000
XL Freestyle Bucket,1997,Freestyle,0,135,0.000000
"Las Vegas Skyline, Pyramid (LLCA Ambassador Pass Exclusive)",2005,Legoland Parks,0,7,0.000000
Hewkii,2003,Matoran of Mata Nui,0,20,0.000000
Invader,1987,Blacktron I,1,76,0.013158
Small Lawn Tire & Hub (4 tires 4 hubs),2002,Service Packs,0,2,0.000000
Cruncher Block & Racer X,2008,Speed Racer,6,141,0.042553
Throne of Ultron,2015,Avengers,0,66,0.000000
{Aeroplane},1987,Airport,0,18,0.000000
Pteranodon,2001,Studios,0,11,0.000000
Organiser,2015,Friends,0,39,0.000000
Meltus,2015,Series 4,0,32,0.000000
TECHNIC Beams {yellow},1987,Technic,0,2,0.000000
Mini-Sonic,1998,Znap,0,10,0.000000
Strata Scooter,1987,Classic Space,0,24,0.000000
Santa Claus,2009,Christmas,0,22,0.000000
Midi-Scale Millennium Falcon,2009,Star Wars Episode 4/5/6,0,100,0.000000
Sabre Island,1989,Imperial Soldiers,0,56,0.000000
Cities and Transportation,2000,Technic,5,119,0.042017
Coca-Cola Goal Keeper,2002,Soccer,1,4,0.250000
Sliding Gates and Rails,1987,Service Packs,0,2,0.000000
Go-Cart,1998,Race,0,54,0.000000
XL Duplo Bulk Set,1993,Educational and Dacta,0,67,0.000000
Cinderella’s Dream Carriage,2014,Disney Princess,3,101,0.029703
Container Truck,2014,Technic,0,130,0.000000
Advent Calendar 2007 City,2007,City,0,4,0.000000
Building Plates (24 x 24),1992,Service Packs,0,1,0.000000
Barraki Deepsea Patrol,2007,Playsets,0,93,0.000000
Garage Plate and Door,1955,Supplemental,0,3,0.000000
Kopaka - With mini CD-ROM,2001,Toa,0,24,0.000000
Family House,2013,Building,0,221,0.000000
Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,2014,City,0,11,0.000000
Grip,2001,Studios,0,5,0.000000
Lance's Mecha Horse,2016,Nexo Knights,2,134,0.014925
The London Escape,2011,Pirates of the Caribbean,4,179,0.022346
Doc Brown Fun Pack,2016,Dimensions,2,44,0.045455
Firehouse Headquarters,2016,Other,24,687,0.034934
4 Sixteens 2 Twenties (The Building Toy),1966,Supplemental,0,8,0.000000
Arctic Rescue Unit,1986,Arctic Technic,1,95,0.010526
Tribune,1998,Soccer,0,42,0.000000
9-Volt 1 x 2 Lamp Brick (Pack of 2),2002,Service Packs,0,1,0.000000
Slumbo,2014,Series 2,0,37,0.000000
"Lots of Extra Basic Bricks, 3+",1996,Supplemental,0,21,0.000000
Imperial AT-ST - UCS,2006,Star Wars Episode 4/5/6,1,171,0.005848
Railway Station,1983,4.5V,0,130,0.000000
Master Builder Set,2002,Bionicle,0,46,0.000000
Snowmobile,1994,Off-Road,0,18,0.000000
Community Workers,2005,Town,0,88,0.000000
Snowspeeder,1999,Star Wars Episode 4/5/6,2,102,0.019608
Large Bucket,1998,Freestyle,0,115,0.000000
4.5V Motor Set,1968,4.5V,0,9,0.000000
Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper ,2014,Star Wars,0,4,0.000000
Red Plates 1 x n,2002,Bulk Bricks,0,8,0.000000
Toa Mahri Matoro,2007,Toa Mahri,1,28,0.035714
Large Bulk Bucket,1998,Classic Basic,0,40,0.000000
TIE Advanced Prototype,2015,Mini,0,15,0.000000
Family Home,2009,Building,0,169,0.000000
The Milano Spaceship Rescue,2014,Guardians of the Galaxy,11,278,0.039568
Camper Van,2014,City,1,101,0.009901
Creative Building Kit,2011,Basic Set,0,147,0.000000
Cross Axles,2003,Technic,0,28,0.000000
My First LEGO Set,2013,Basic Set,0,82,0.000000
Watto's Junkyard,2001,Star Wars Episode 1,6,135,0.044444
X-Wing,2015,Mini,0,12,0.000000
Grid Trekkor,1991,Blacktron II,0,19,0.000000
The King's Mech,2016,Nexo Knights,2,145,0.013793
Mini Taurus,2012,Game,4,52,0.076923
Gali Uniter of Water,2016,Bionicle,1,41,0.024390
Sunblock,2011,Game,1,39,0.025641
Crystal Sweeper,2009,Power Miners,1,172,0.005814
City Park Café,2012,Friends,2,141,0.014184
Stop bush / Small pulley,1987,Technic,0,2,0.000000
Count Dooku's Solar Sailer,2009,Star Wars Clone Wars,0,117,0.000000
iFountain (Lego / Coca-Cola Employee Exclusive),2001,Other,3,37,0.081081
Acklay,2016,Star Wars Episode 2,0,21,0.000000
"Wagon Plate, Red (6 x 28)",1996,Train,0,1,0.000000
Gas N' Go Flyer,1994,Airport,1,72,0.013889
Diving Expedition Explorer,1997,Divers,2,218,0.009174
Masks,2001,Toa,0,4,0.000000
"Lego Motion 1B, Turbo Force",1989,Basic Model,0,8,0.000000
Protector of Fire,2015,Protectors,1,36,0.027778
Christmas Train,2012,Christmas,0,31,0.000000
Water Jet,1996,Harbor,2,24,0.083333
Pendulum Nose,1999,Classic Basic,1,13,0.076923
Outback Airstrip,1997,Outback,2,104,0.019231
"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",2012,Star Wars,0,14,0.000000
All That Drives Bucket,2001,Basic Set,0,71,0.000000
Pohatu - Master of Stone,2015,Toa Okoto,4,39,0.102564
F1 Racer,1994,Race,1,41,0.024390
4x4 with Powerboat,2015,Harbor,0,137,0.000000
Infrared Link Sensor for Mindstorms NXT,2011,NXT,1,1,1.000000
Visorak Suukorak,2005,Visorak,1,29,0.034483
Advent Calendar 2003 Creator (Day 22) Race Car,2003,Creator,0,7,0.000000
Monthly Mini Model Build August 2013 - Flamingo,2013,Monthly Mini Model Build,0,17,0.000000
Demolition Site,2017,Juniors,0,79,0.000000
Treehouse,2013,Building,0,113,0.000000
Advent Calendar 2010 Kingdoms (Day  9) - Chest with Jewels,2010,Castle,0,8,0.000000
Fuel Truck,1999,Space Port,1,69,0.014493
Digger,2005,Construction,1,73,0.013699
Go-Cart,1999,Race,0,16,0.000000
"Lego Motion 3B, Sea Eagle - International version",1994,Basic Model,0,11,0.000000
Mobile Police Unit,2011,Police,0,172,0.000000
Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive),2003,Star Wars Other,0,1,0.000000
Advent Calendar 2010 City (Day 6) Girl with Cat,2010,City,0,5,0.000000
T-Rex,2012,Creator,0,58,0.000000
MBA Invention Designer (Kits 10 - 12),2013,Master Building Academy,1,235,0.004255
Connector Pegs (Pack of 100),2002,Technic,0,2,0.000000
Wave Saver,1998,Res-Q,0,17,0.000000
Friends Tumbler,2012,Gear,1,1,1.000000
Jawblade,2012,Villains,1,30,0.033333
Balloon Tires,1989,Service Packs,0,1,0.000000
Viking Fortress against the Fafnir Dragon,2005,Vikings,2,238,0.008403
Cosmic Wing,1999,Space Port,0,19,0.000000
Starter Kit,2010,Educational and Dacta,0,120,0.000000
Monthly Mini Model Build May 2016 - Hedgehog,2016,Monthly Mini Model Build,0,18,0.000000
Brick Separator Orange,2012,Service Packs,0,1,0.000000
House with Mini Wheel Car,1969,Building,1,40,0.025000
The White House,2010,Architecture,1,81,0.012346
Gorzan's Walker ,2014,Legends of Chima,0,19,0.000000
Bakery,1982,Fabuland,1,29,0.034483
Minifig Display Box,2010,Gear,0,1,0.000000
Dinosaur,1994,Basic Model,0,6,0.000000
Krusty Krab,2006,SpongeBob SquarePants,2,145,0.013793
Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,Mini,0,20,0.000000
Kai Drifter,2015,Ninjago,0,31,0.000000
Basic Building Set,2000,Classic Basic,0,54,0.000000
Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,City,0,9,0.000000
Stay Puft Fun Pack,2016,Dimensions,3,33,0.090909
Service Station,1977,Building Set with People,0,59,0.000000
Kraata,2003,Supplemental,0,1,0.000000
Orient Bazaar,2010,Game,5,53,0.094340
Power Crusher,2002,Drome Racers,0,36,0.000000
B-wing at Rebel Control Center,2000,Star Wars Episode 4/5/6,2,115,0.017391
Advent Calendar 2008 Castle (Day 24) - Jester,2008,Castle,1,4,0.250000
"LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,LEGO Brand Store,3,36,0.083333
Tumbler,2015,Gear,0,9,0.000000
Sheriff's Lock-Up,1996,Cowboys,0,102,0.000000
Royal Guard - Complete Set,2011,Series 5 Minifigures,3,6,0.500000
Car,2012,Friends,0,20,0.000000
Wild Collection,2003,Designer Sets,0,181,0.000000
Excavator,2005,Construction,0,77,0.000000
Train with 5 Wagons and Circle of Track,1972,4.5V,0,65,0.000000
Dalu,2006,Matoran of Voya Nui,0,15,0.000000
T Road Plates,1979,Supplemental,0,1,0.000000
Passenger Plane - ANA Air Version,2004,Airport,0,76,0.000000
Girl,1994,Basic Model,0,5,0.000000
Safran's Amazing Bazaar,2003,Golden Land,1,64,0.015625
Snowman,1989,Christmas,0,17,0.000000
TIE Interceptor - UCS,2000,Star Wars Episode 4/5/6,2,143,0.013986
Gear/Wheel Set,1972,Gears,0,30,0.000000
Frost + Dust (8511 + 8513),2000,RoboRiders,0,37,0.000000
1x4 Lighing Brick and 4 Colour Globes,1987,Service Packs,0,3,0.000000
Road Rally V / Super Kart,1995,Race,1,53,0.018868
Big Ben,2012,Architecture,1,40,0.025000
1 x 4 x 3 Wall Element Clear,2001,Bulk Bricks,0,1,0.000000
Power Functions M-Motor,2008,Power Functions,0,1,0.000000
Imperial Flagship,1992,Pirates,3,116,0.025862
Tower Takedown,2012,Dino,4,80,0.050000
Large Bucket for Her,1993,Basic,1,41,0.024390
Beach Hut,2015,Building,0,118,0.000000
Straight Rails,1991,9V,0,1,0.000000
Differential and Bevel Gears,1987,Technic,0,2,0.000000
Mixadel,2016,Series 7,0,34,0.000000
2 x 8 White Plates,2000,Bulk Bricks,0,1,0.000000
Jewels-n-Rings Click-N-Store Jewelry Set Co-Pack (7507 with jewelry box),2004,Clikits,0,1,0.000000
Thomas Müller (13),2016,DFB Minifigures,2,6,0.333333
Tractor,1978,Expert Builder,0,67,0.000000
Kraatu,2004,Bionicle,0,12,0.000000
Kylo Ren's Command Shuttle,2016,Star Wars Episode 7,0,24,0.000000
Educational LEGO Building Set,1976,Building Set with People,0,68,0.000000
Solar Snooper,1992,Space Police II,0,89,0.000000
Lego Box,2008,Supplemental,0,47,0.000000
Advent Calendar 2004 Clikits (Day 23) Hair Band,2004,Clikits,0,5,0.000000
Garage,1979,Traffic,1,23,0.043478
Batwing Battle Over Gotham City,2012,Batman,3,146,0.020548
LEGO World Zwolle Puzzle Promo 2009,2009,Other,5,7,0.714286
Joachim Löw,2016,DFB Minifigures,3,6,0.500000
Magnets and Magnet Holders,1996,Service Packs,0,5,0.000000
Advent Calendar 2006 City (Day 23) Water Cannon and Burning Oil Drum,2006,City,0,10,0.000000
Nurp-Naut,2015,Series 4,0,32,0.000000
"Advent Calendar 2013, Star Wars (Day 24) - Holiday Jango Fett",2013,Star Wars,1,7,0.142857
Gear Wheel Assortment,1982,Technic,0,7,0.000000
Ultimate Accessory Set 500,2006,Supplemental,0,140,0.000000
Trash Chomper,2014,The LEGO Movie,4,120,0.033333
Bird Island Egg Heist,2016,Angry Birds,4,150,0.026667
Basic Building Set Gift Item,1989,Basic,0,27,0.000000
Crab Crusher,2007,Aquaraiders II,2,235,0.008511
Orange Racer,2004,Drome Racers,0,17,0.000000
Tarix,2009,Glatorian,2,27,0.074074
2 x 4 Bricks,1958,Supplemental,0,6,0.000000
Postal Container Wagon Covered,1983,Train,0,55,0.000000
Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,Star Wars,0,9,0.000000
Bike Burner,2000,Speed Slammers,0,30,0.000000
Bionicle Villain Pack,2015,Bionicle,0,8,0.000000
Volcano Starter Set,2016,City,0,64,0.000000
Cad Bane's Speeder,2010,Star Wars Clone Wars,4,139,0.028777
Guurahk,2003,Rahkshi,0,21,0.000000
Bonnie Rabbit's Flower Truck,1983,Fabuland,0,13,0.000000
Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,Pirates,0,7,0.000000
Anakin's Jedi Starfighter,2008,Star Wars Clone Wars,1,85,0.011765
Motor Frame,1977,Service Packs,0,1,0.000000
Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,2012,Star Wars Episode 4/5/6,0,43,0.000000
Sunset Speeder,2014,Creator,0,59,0.000000
Micro World - The End,2014,Minecraft,2,59,0.033898
"Statue of Liberty (LEGO Store, Rockefeller Center, New York, NY)",2012,LEGO Brand Store,0,18,0.000000
Knight's Challenge,1989,Lion Knights,0,102,0.000000
Nyiregyhaza Factory,2014,LEGO Brand Store,2,61,0.032787
Lord Vladek,2005,Knights Kingdom II,4,19,0.210526
Wheels,1987,Service Packs,0,5,0.000000
Shells & Starfish,2005,Clikits,4,9,0.444444
Blue Bricks Parts Pack,1980,Supplemental,0,11,0.000000
Tribal Chief - Complete Set,2011,Series 3 Minifigures,4,6,0.666667
Jungle Gates,2013,Speedorz,5,40,0.125000
Hun Warrior,2014,Series 12 Minifigures,6,9,0.666667
Dual FX Racers,1990,Race,0,58,0.000000
Exxon Fuel Tanker,1979,Station,1,37,0.027027
Advent Calendar 2004 Clikits (Day  6) Bangle,2004,Clikits,0,2,0.000000
Assortment of Cross Axles,1992,Technic,0,9,0.000000
Snowboard Boarder Cross Race,2003,Gravity Games,4,83,0.048193
Random Special Pieces,1992,Technic,0,10,0.000000
Twin X-treme RC,2009,Radio Control,0,97,0.000000
Bungalow,1978,Homemaker,0,101,0.000000
Forbidden Corridor,2001,Sorcerer's Stone,3,79,0.037975
Wheel Bearings for Locomotives,1977,Train,0,1,0.000000
Battering Ram,1987,Black Falcons,0,94,0.000000
